Timestamp;DSOay;DSOay;DSOaz;DSOgx;DSOgy;DSOgz;W12ax;W12ay;W12az;MDLmx;MDLmy;MDLmz
1796285327;-1;-2;1019;140;0;490;-8;-39;1010;-868;859;-132
1796841521;-1;-2;1019;140;0;490;-10;-40;1013;-880;847;-136
1797397707;0;-1;1019;140;70;490;-9;-36;1013;-873;855;-135
1797953897;-1;-1;1019;210;70;490;-9;-36;1013;-873;855;-135
1798510099;-1;-1;1019;210;70;490;-10;-39;1009;-865;849;-136
1799066293;-1;-1;1019;140;0;560;-10;-39;1009;-868;856;-130
1799622483;-1;-1;1019;210;0;560;-9;-38;1013;-868;856;-130
1800178697;-1;-1;1021;210;0;560;-11;-40;1016;-862;849;-127
1800734889;-1;-1;1019;210;0;490;-11;-40;1016;-862;849;-127
1801291085;-1;-1;1019;210;0;490;-10;-40;1006;-867;847;-135
1801847275;-1;-2;1019;140;0;560;-10;-40;1006;-865;850;-132
1802403483;0;-2;1020;140;0;490;-11;-39;1009;-865;850;-132
1802959675;0;-2;1020;140;0;490;-9;-36;1008;-873;852;-141
1803515873;0;-2;1019;140;70;490;-9;-36;1008;-870;855;-129
1804072059;0;-2;1019;140;70;490;-9;-39;1012;-870;855;-129
1804628255;-1;-1;1019;140;70;490;-10;-36;1014;-873;847;-135
1805184449;0;-1;1019;140;0;490;-10;-36;1014;-873;853;-133
1805740639;0;-1;1019;140;0;490;-9;-40;1011;-867;853;-133
1806296843;0;-2;1020;140;0;490;-9;-40;1011;-871;846;-124
1806853049;0;-2;1020;140;0;560;-10;-39;1013;-871;846;-124
1807409237;-1;-2;1020;140;0;560;-11;-40;1012;-871;850;-124
1807965431;-1;-2;1019;140;0;490;-11;-40;1012;-856;846;-142
1808521633;-1;-2;1019;140;0;490;-10;-38;1010;-856;846;-142
1809077825;0;-1;1019;140;70;490;-10;-38;1010;-864;858;-136
1809634029;-1;-2;1020;140;70;490;-11;-39;1008;-876;852;-133
1810190223;-1;-2;1020;140;70;490;-10;-40;1012;-876;852;-133
1810746413;0;-1;1019;140;70;560;-10;-40;1012;-864;849;-135
1811302617;0;-1;1019;210;70;560;-10;-38;1015;-864;849;-136
1811858815;-1;-2;1020;210;70;560;-10;-36;1010;-867;856;-136
1812414991;-1;-1;1019;140;0;490;-10;-36;1010;-870;853;-136
1812971193;-1;-1;1019;140;0;490;-10;-41;1015;-870;853;-136
1813527397;-1;-1;1019;210;0;490;-10;-41;1015;-865;855;-129
1814083587;-1;-3;1016;140;0;490;-9;-39;1010;-876;853;-126
1814639795;-1;-3;1016;140;0;490;-11;-39;1006;-876;853;-126
1815195991;0;-2;1016;560;-210;420;-11;-39;1006;-864;849;-133
1815752167;0;-2;1016;350;-70;490;-8;-43;1019;-868;849;-129
1816308377;1;-1;1026;350;-70;490;-8;-43;1019;-868;849;-129
1816864573;2;0;1014;490;-70;420;-8;-42;1006;-868;850;-132
1817420755;2;0;1014;490;-70;420;-12;-37;1006;-868;850;-132
1817976965;-2;-4;1016;350;0;210;-12;-37;1006;-870;846;-127
1818533147;-6;-4;1011;1120;-420;210;-11;-37;1004;-858;843;-126
1819089351;-6;-4;1011;1120;-420;210;-7;-42;1030;-858;843;-126
1819645551;1;1;1038;490;-140;420;-7;-42;1030;-868;853;-136
1820201743;1;1;1038;0;140;560;-6;-41;1021;-864;841;-120
1820757937;0;0;1027;0;140;560;-6;-41;1021;-864;841;-120
1821314139;-10;-13;1005;-280;420;770;-22;-26;995;-873;846;-130
1821870339;-10;-13;1005;-280;420;770;-9;-33;1024;-868;843;-129
1822426535;-8;-2;1030;280;70;1260;-9;-33;1024;-868;843;-129
1822982729;-2;-2;1009;210;0;1610;-7;-39;1005;-870;852;-130
1823538917;-2;-2;1009;210;0;1610;-7;-39;1005;-870;852;-130
1824095107;13;7;1019;560;-70;1400;0;-52;1014;-865;841;-132
1824651311;13;7;1019;560;-140;630;-7;-35;1007;-868;847;-127
1825207507;-1;0;1018;700;-140;630;-7;-35;1007;-868;847;-127
1825763705;3;18;1020;700;-210;560;13;-46;1016;-859;853;-124
1826319901;3;18;1020;700;-210;560;63;-49;1011;-867;856;-133
1826876087;5;65;1019;700;-210;770;63;-49;1011;-867;856;-133
1827432297;5;65;1021;630;-140;630;99;-45;1009;-870;847;-139
1827988493;6;106;1021;630;-140;630;99;-45;1009;-870;847;-132
1828544689;12;98;1021;490;-70;-280;89;-47;1013;-873;855;-132
1829100883;12;98;1021;490;-70;-280;100;-44;1016;-865;858;-138
1829657087;9;107;1019;420;-140;-1820;100;-44;1016;-865;858;-138
1830213277;-16;119;1014;490;-210;-3150;109;-20;1009;-873;855;-138
1830769475;-16;119;1014;490;-210;-3150;109;-20;1009;-871;858;-138
1831325673;-18;58;1034;910;-420;-2800;47;-20;1025;-871;858;-138
1831881857;-18;58;1034;1820;-2030;-2940;113;-2;1007;-867;855;-139
1832438057;-41;112;1018;1820;-2030;-2940;113;-2;1007;-868;850;-151
1832994249;-48;143;1034;4130;-4270;-1960;132;-6;1038;-868;850;-151
1833550453;-48;143;1034;4130;-4270;-1960;157;-45;957;-865;853;-144
1834106643;-6;166;992;3640;-4550;-420;157;-45;957;-865;853;-144
1834662847;9;106;994;-350;840;980;86;-46;1019;-859;849;-151
1835219037;9;106;994;-350;840;980;86;-46;1019;-880;847;-157
1835775231;-3;92;1046;-1960;2940;2240;86;-50;1024;-880;847;-157
1836331433;-3;92;1046;-2450;3150;5180;57;-45;1013;-871;847;-157
1836887625;2;69;1014;-2450;3150;5180;57;-45;1013;-883;852;-160
1837443825;-21;71;1040;-3080;3780;7000;69;-24;1009;-883;852;-160
1838000023;-21;71;1040;-3080;3780;7000;69;-24;1009;-874;846;-172
1838556211;-13;123;1018;-70;210;7630;127;-23;1006;-874;855;-177
1839112417;-28;138;990;0;70;9450;114;-27;1031;-877;855;-177
1839668601;-28;138;990;0;70;9450;114;-27;1031;-883;852;-177
1840224805;-21;118;1009;70;210;10360;111;-4;1008;-883;852;-177
1840780995;-21;118;1009;-70;140;11060;102;-10;1013;-877;844;-180
1841337195;-33;122;1010;-70;140;11060;102;-10;1013;-885;843;-180
1841893389;-32;107;1035;70;-70;11200;116;2;986;-885;843;-180
1842449575;-32;107;1035;70;-70;11200;116;2;986;-883;834;-202
1843005787;-31;121;1012;140;140;11270;99;-30;1010;-883;831;-202
1843561979;-31;129;1015;210;-280;10710;126;-28;1026;-883;831;-202
1844118175;-11;129;1015;210;-280;10710;126;-28;1026;-879;838;-210
1844674359;3;113;1019;210;70;9100;103;-38;1002;-879;838;-210
1845230561;3;113;1019;210;0;6650;103;-38;1002;-886;820;-217
1845786765;5;125;948;140;0;6650;86;-61;1004;-877;825;-229
1846342955;17;102;967;420;-140;3640;110;-39;1008;-877;825;-229
1846899151;17;102;967;420;-140;3640;110;-39;1008;-895;817;-235
1847455353;24;96;975;-70;210;-280;78;-57;1011;-886;805;-243
1848011543;24;96;996;280;-70;-4130;90;-66;1044;-886;805;-243
1848567741;20;90;996;280;-70;-4130;90;-66;1044;-892;793;-249
1849123945;37;75;816;420;0;-7280;60;-73;989;-889;790;-259
1849680141;37;75;816;420;0;-7280;60;-73;989;-889;790;-259
1850236335;38;65;954;280;70;-10430;61;-58;999;-891;772;-274
1850792523;26;62;926;700;-210;-13300;40;-68;1025;-891;772;-274
1851348729;26;62;926;700;-210;-13300;40;-68;1025;-900;760;-270
1851904917;-8;70;715;350;70;-12950;53;-33;993;-894;759;-273
1852461119;-8;70;715;420;0;-10360;53;-33;993;-894;759;-273
1853017305;-18;9;586;420;0;-10360;11;-39;955;-907;735;-282
1853573507;-19;30;950;420;-140;-6510;32;-24;1039;-904;714;-288
1854129701;-19;30;950;420;-140;-6510;32;-24;1039;-904;714;-288
1854685887;-25;38;734;140;140;-2030;-3;-26;1007;-895;705;-285
1855242089;-19;18;955;0;-70;1050;11;-10;995;-895;684;-289
1855798297;-19;18;955;0;-70;1050;11;-10;995;-903;684;-289
1856354485;-26;-1;988;0;140;4200;-24;-20;1010;-910;670;-294
1856910685;-26;-1;988;350;0;6720;-24;-20;1010;-910;670;-294
1857466883;-36;-11;845;350;0;6720;-21;5;988;-915;661;-292
1858023077;-59;-25;768;140;70;8190;-50;5;1013;-913;639;-268
1858579271;-59;-25;768;140;70;8190;-50;5;1013;-913;639;-268
1859135463;-38;-115;934;140;70;8470;-144;9;960;-910;616;-265
1859691653;-24;-146;874;280;-70;7350;-144;9;960;-925;607;-258
1860247855;-24;-146;874;280;-70;7350;-161;-37;1055;-925;607;-258
1860804063;0;-167;914;350;70;4970;-212;-46;1013;-918;591;-244
1861360245;0;-167;914;280;-70;1820;-212;-46;1013;-918;591;-241
1861916435;35;-217;874;280;-70;1820;-219;-72;1015;-942;594;-241
1862472643;44;-191;889;210;-210;-140;-169;-81;1015;-918;583;-229
1863028841;44;-191;889;210;-210;-140;-169;-81;1015;-918;583;-229
1863585033;61;-159;996;560;-280;-2590;-174;-103;1000;-940;579;-228
1864141233;61;-165;988;210;-140;-4690;-174;-103;1000;-936;564;-205
1864697425;53;-165;988;210;-140;-4690;-188;-70;1026;-936;564;-205
1865253629;5;-216;991;560;-350;-5530;-238;-46;1004;-942;558;-198
1865809823;5;-216;991;560;-350;-2170;-238;-46;1004;-949;558;-193
1866366011;11;-211;1019;980;-490;-2170;-204;-41;999;-949;558;-193
1866922219;20;-210;1017;910;-420;-490;-204;-41;999;-951;561;-193
1867478409;20;-210;1017;910;-420;-490;-263;-72;1030;-951;561;-193
1868034591;30;-290;1023;-210;560;-1190;-320;-65;1013;-958;556;-180
1868590795;30;-290;1023;700;-70;-3710;-320;-65;1013;-945;547;-178
1869146995;23;-337;1031;700;-70;-3710;-331;-59;998;-945;547;-178
1869703187;41;-337;1007;770;-420;-4620;-374;-83;1016;-948;544;-178
1870259389;41;-337;1007;770;-420;-4620;-374;-83;1016;-963;552;-169
1870815577;26;-319;1019;210;-70;-4690;-136;-19;1022;-963;552;-169
1871371785;-29;-49;1044;560;-630;-1400;-136;-19;1022;-955;547;-177
1871927979;-29;-49;1044;560;-630;-1400;-102;-33;1009;-958;540;-172
1872484167;3;-149;991;140;-700;-2170;-231;-32;995;-958;540;-172
1873040375;3;-149;991;-2030;2520;-6580;-231;-32;995;-945;553;-177
1873596571;-16;-274;1053;-2030;2520;-6580;-343;-29;1007;-945;553;-177
1874152761;8;-363;993;-630;770;-9800;-343;-29;1007;-948;549;-177
1874708949;8;-363;993;-630;770;-9800;-398;-44;1017;-960;553;-190
1875265153;10;-394;1004;280;70;-10920;-368;-72;1024;-960;553;-190
1875821337;55;-344;1045;1190;-560;-8540;-368;-72;1024;-948;561;-196
1876377541;55;-344;1045;1190;-560;-8540;-333;-94;1008;-943;564;-205
1876933737;45;-330;1000;350;-70;-6440;-315;-102;1006;-943;564;-205
1877489943;45;-330;1000;560;-280;-3360;-315;-102;1006;-936;567;-214
1878046133;56;-288;993;560;-280;-3360;-318;-103;998;-936;567;-219
1878602331;68;-300;1000;-70;140;1400;-318;-103;998;-942;571;-219
1879158529;68;-300;1000;-70;140;1400;-282;-112;1025;-936;585;-241
1879714717;60;-270;888;420;-70;7210;-190;-83;1037;-936;585;-241
1880270911;37;-177;906;-350;280;8540;-190;-83;1037;-933;601;-258
1880827107;37;-177;906;-350;280;8540;-206;-54;973;-924;606;-259
1881383309;22;-194;697;-700;630;7630;-206;-54;973;-924;606;-259
1881939499;22;-194;697;0;-70;7140;-184;-64;950;-921;618;-270
1882495705;14;-165;766;0;-70;7140;-132;-50;1073;-904;640;-274
1883051903;-1;-124;833;210;0;6020;-132;-50;1073;-904;640;-274
1883608087;-1;-124;833;210;0;6020;-149;-14;960;-907;655;-283
1884164295;-29;-126;943;-140;140;5880;-89;3;984;-907;655;-283
1884720479;-29;-91;890;0;0;7350;-89;3;984;-913;669;-292
1885276683;-39;-91;890;0;0;7350;-205;-24;969;-900;690;-286
1885832873;-36;-201;583;-70;0;8750;-205;-24;969;-900;690;-286
1886389071;-36;-201;583;-70;0;9310;-241;-14;1009;-903;717;-283
1886945267;-19;-215;658;140;0;9310;-153;-3;930;-906;730;-286
1887501453;-10;-185;531;210;0;9940;-153;-3;930;-906;730;-286
1888057655;-10;-185;531;210;0;9940;-200;-62;910;-897;754;-277
1888613849;5;-104;375;210;-70;9660;-200;-62;910;-892;772;-262
1889170039;5;-104;375;0;-350;9030;-106;-65;923;-892;772;-262
1889726235;41;-59;724;0;-350;9030;11;-89;904;-885;781;-253
1890282443;23;24;446;-70;140;7630;11;-89;904;-885;781;-253
1890838641;23;24;446;-70;140;7630;25;-50;949;-885;799;-246
1891394829;22;25;598;140;-280;5040;16;-50;989;-888;810;-234
1891951033;-4;48;667;420;-280;3150;16;-50;989;-888;810;-234
1892507225;-4;48;667;420;-280;3150;36;11;667;-888;828;-213
1893063429;-32;-5;319;1260;-1330;2310;36;11;667;-876;829;-192
1893619623;-32;-5;319;1820;-2030;2380;-49;2;765;-876;829;-192
1894175811;-40;-21;231;1820;-2030;2380;-61;-24;847;-877;843;-178
1894732005;-41;-41;346;1820;-2100;2870;-61;-24;847;-877;843;-178
1895288213;-41;-41;346;1820;-2100;2870;-27;-12;843;-874;838;-166
1895844401;-10;12;352;2100;-2520;3640;-27;-12;843;-871;841;-150
1896400601;1;60;365;350;-280;3290;86;-64;834;-871;841;-150
1896956793;1;60;365;350;-280;3290;97;-26;943;-867;846;-138
1897512987;-5;128;595;-350;1610;910;97;-26;943;-870;844;-132
1898069189;-5;128;595;-210;210;-350;188;-33;803;-870;844;-132
1898625377;-7;164;346;-210;210;-350;173;-54;934;-865;843;-120
1899181577;12;157;518;70;280;140;173;-54;934;-867;838;-100
1899737777;12;157;518;70;280;140;175;-58;942;-867;838;-100
1900293973;-3;205;564;-350;700;1400;175;-58;942;-868;853;-97
1900850173;-10;194;583;-700;1260;2240;203;-37;963;-868;853;-97
1901406371;-10;194;583;-700;1260;2240;208;-36;965;-877;847;-88
1901962561;-5;244;451;-1680;2100;2660;208;-36;965;-873;838;-76
1902518757;-5;244;451;-1680;3150;2590;327;-4;1004;-873;838;-76
1903074951;-30;314;645;-2240;3150;2590;327;-4;1004;-870;822;-72
1903631145;-40;326;917;-280;350;1750;310;1;1022;-874;840;-73
1904187337;-40;326;917;-280;350;1750;349;-3;987;-874;840;-73
1904743539;-38;359;999;420;-70;2800;349;-3;987;-862;829;-61
1905299731;-38;359;930;490;-210;4130;359;-23;1037;-862;829;-69
1905855933;-35;385;930;490;-210;4130;400;-24;989;-864;829;-69
1906412123;-21;411;949;140;70;5390;400;-24;989;-858;826;-60
1906968331;-21;411;949;140;70;7350;428;-38;1038;-858;826;-60
1907524521;-2;428;1040;210;70;7350;428;-38;1038;-859;828;-64
1908080703;7;401;1003;0;70;8470;387;-57;994;-864;838;-55
1908636907;7;401;1003;0;70;8470;351;-61;1024;-864;838;-55
1909193107;19;365;1031;280;-70;8260;351;-61;1024;-858;829;-55
1909749299;19;365;1031;280;0;6230;268;-46;1002;-859;834;-61
1910305507;10;275;1011;280;0;6230;268;-46;1013;-859;834;-61
1910861703;27;116;1015;420;-70;3990;102;-78;1013;-864;828;-52
1911417897;27;116;1015;420;-70;3990;294;-77;1020;-864;828;-52
1911974089;27;300;1029;910;-280;6720;294;-77;1020;-873;840;-57
1912530281;1;414;1022;770;-700;9380;404;-47;1008;-861;829;-60
1913086485;1;414;1022;770;-700;9380;419;-31;1001;-861;829;-60
1913642673;-11;428;1010;1330;-1400;10220;419;-31;1001;-867;831;-73
1914198869;-11;428;1010;280;-280;9520;360;-38;1021;-862;826;-72
1914755069;-3;374;1020;280;-280;9520;360;-38;1021;-862;826;-72
1915311261;-12;350;1012;-1400;1820;9310;338;-28;1000;-864;837;-69
1915867457;-12;350;1012;-1400;1820;9310;267;-23;1035;-865;825;-81
1916423649;-16;283;1041;-210;350;7840;267;-23;1035;-865;825;-81
1916979853;-1;266;993;210;-280;6650;254;-43;995;-855;831;-67
1917536035;-1;266;993;210;-280;6650;254;-43;1013;-855;831;-67
1918092265;-6;231;964;210;-280;4830;213;-32;1013;-871;841;-87
1918648429;-6;231;964;490;-770;2240;240;-31;1001;-870;837;-90
1919204629;-4;249;683;490;-770;2240;240;-31;1001;-870;837;-90
1919760825;0;236;892;350;-210;-980;237;-50;1034;-877;834;-103
1920317035;0;236;892;350;-210;-980;167;-42;972;-873;846;-105
1920873211;12;195;928;-280;560;-3570;167;-42;972;-873;846;-105
1921429425;5;167;1027;-420;770;-4620;136;-40;991;-877;835;-118
1921985613;5;167;1027;-420;770;-4620;136;-40;991;-877;846;-127
1922541805;1;135;848;560;-140;-4410;137;-53;1045;-877;846;-127
1923098005;1;135;848;560;-560;-2940;77;-31;985;-873;840;-136
1923654201;-4;84;792;770;-560;-2940;77;-31;985;-873;840;-136
1924210395;-13;65;565;1050;-1050;-280;27;-44;953;-879;852;-141
1924766593;-13;65;565;1050;-1050;-280;27;-44;962;-883;835;-156
1925322787;-19;59;588;1050;-1260;700;70;-16;962;-883;835;-156
1925878989;-19;59;524;-70;-140;350;28;-14;900;-873;832;-171
1926435187;-19;40;524;-70;-140;350;28;-14;900;-880;832;-186
1926991385;-17;20;579;-1050;1820;-1120;0;-21;948;-880;832;-186
1927547579;-17;20;579;-1050;1820;-2940;-23;-26;1011;-885;826;-201
1928103767;-29;-12;575;-980;1260;-2940;-23;-26;1011;-885;826;-217
1928659973;1;-16;852;840;-490;-3570;-24;-32;1001;-882;823;-217
1929216161;1;-16;852;840;-490;-3570;-24;-32;1001;-900;817;-235
1929772365;-3;-22;667;280;-210;-3010;-26;-47;812;-900;817;-235
1930328551;-3;-22;667;-420;630;-3220;-37;-19;974;-889;810;-247
1930884751;-10;-20;633;-420;630;-3220;-37;-19;974;-892;801;-252
1931440955;-15;-56;739;-70;70;-2800;-84;-35;966;-892;801;-252
1931997137;-15;-56;739;-70;70;-2800;-84;-35;913;-894;784;-270
1932553339;-4;-50;415;350;-210;-1750;-51;-44;913;-895;766;-276
1933109531;-14;-30;601;350;-140;-770;-42;-26;962;-895;766;-276
1933665733;-14;-30;601;350;-140;-770;-42;-26;962;-891;751;-295
1934221925;-6;-45;760;210;210;700;-73;-29;951;-891;751;-295
1934778129;-6;-45;760;420;-70;1470;-91;-45;983;-898;732;-291
1935334313;11;-100;641;420;-70;1470;-91;-45;983;-897;717;-295
1935890513;11;-75;757;210;-70;-280;-87;-79;1046;-897;717;-295
1936446717;11;-75;757;210;-70;-280;-87;-79;1046;-901;699;-288
1937002903;37;-85;894;420;-280;-3150;-77;-48;961;-909;688;-297
1937559101;39;-83;503;490;-280;-5390;-103;-86;949;-909;688;-297
1938115307;39;-83;503;490;-280;-5390;-103;-86;949;-915;661;-295
1938671483;44;-77;655;1330;-1190;-8120;-65;-85;1033;-906;639;-279
1939227695;44;-77;655;1330;-1540;-9730;-65;-85;895;-906;639;-279
1939783887;35;-88;761;1330;-1540;-9730;-158;-76;895;-913;630;-277
1940340077;1;-210;453;280;-420;-10430;-203;-27;928;-913;630;-277
1940896279;1;-210;453;280;-420;-10430;-203;-27;928;-927;621;-270
1941452463;-29;-207;698;210;210;-8400;-229;1;985;-919;595;-253
1942008665;-52;-205;476;210;210;-6440;-226;29;845;-919;595;-253
1942564871;-52;-205;476;210;210;-6440;-226;29;845;-927;603;-240
1943121053;-52;-239;702;0;560;-4200;-248;-20;1044;-937;582;-232
1943677257;-52;-239;702;0;490;-2870;-248;-20;1044;-937;582;-232
1944233461;-24;-231;914;-140;490;-2870;-227;-21;1036;-931;577;-223
1944789639;2;-218;1016;-70;210;-3150;-242;-35;1013;-931;577;-214
1945345843;2;-218;1016;-70;210;-3150;-242;-35;1013;-933;577;-214
1945902041;22;-292;1039;0;350;-4550;-316;-62;994;-945;571;-204
1946458235;22;-292;1013;280;-420;-6230;-316;-62;1023;-945;571;-204
1947014433;34;-316;1013;280;-420;-6230;-309;-71;1023;-942;570;-195
1947570637;42;-289;1006;420;-630;-8680;-286;-58;991;-945;562;-193
1948126831;42;-289;1006;420;-630;-8680;-286;-58;991;-945;562;-193
1948683029;17;-304;1019;490;-280;-9730;-336;-62;1038;-954;562;-192
1949239221;26;-351;1018;630;-490;-8960;-363;-68;995;-940;562;-184
1949795403;26;-351;1018;630;-490;-8960;-363;-68;995;-940;562;-184
1950351617;6;-326;1013;0;0;-6370;-259;-10;1012;-945;555;-178
1950907801;6;-326;1013;-70;140;-2590;-259;-10;1012;-945;555;-178
1951463991;-50;-97;1034;-70;140;-2590;-54;-23;1024;-946;559;-184
1952020195;8;-129;1005;700;-1190;140;-207;-57;992;-952;565;-187
1952576393;8;-129;1005;700;-1190;140;-207;-57;992;-952;565;-187
1953132589;14;-252;1007;140;140;-840;-337;-38;1027;-954;558;-189
1953688785;-5;-397;1031;-420;1050;-1750;-337;-38;1003;-943;558;-193
1954244981;-5;-397;1031;-420;1050;-1750;-417;-28;1003;-943;558;-193
1954801167;2;-386;1015;350;-210;-1400;-339;-48;1017;-945;559;-193
1955357381;2;-386;1015;420;-420;-4060;-339;-48;1017;-945;574;-205
1955913567;24;-331;1006;420;-420;-4060;-327;-53;995;-943;574;-205
1956469775;18;-299;1010;-140;840;-6230;-286;-53;1018;-946;574;-226
1957025957;18;-299;1010;-140;840;-6230;-286;-53;1018;-946;574;-226
1957582165;23;-279;980;0;420;-6510;-289;-68;1012;-936;576;-234
1958138351;18;-284;978;-210;770;-5880;-289;-68;1012;-925;586;-244
1958694551;18;-284;978;-210;770;-5880;-286;-61;997;-925;586;-244
1959250743;35;-277;898;210;350;-5810;-275;-82;1023;-931;598;-253
1959806941;35;-277;898;420;-210;-7700;-275;-82;1023;-919;616;-259
1960363133;49;-243;972;420;-210;-7700;-237;-80;1006;-919;616;-259
1960919343;53;-208;925;210;-350;-10150;-237;-80;1004;-910;619;-274
1961475535;53;-208;925;210;-350;-10150;-201;-88;1004;-910;619;-274
1962031729;35;-194;747;140;210;-12670;-188;-61;996;-919;637;-279
1962587931;18;-165;848;0;420;-14070;-188;-61;996;-919;661;-285
1963144117;18;-165;848;0;420;-14070;-173;-42;1007;-919;661;-285
1963700309;3;-178;613;-70;490;-12810;-125;-42;916;-912;679;-292
1964256511;3;-178;613;-70;-770;-9590;-125;-42;916;-900;697;-298
1964812703;-16;-83;458;560;-770;-9590;-99;-45;877;-900;697;-298
1965368899;0;-70;536;490;-350;-8820;-99;-45;877;-894;715;-291
1965925105;0;-70;536;490;-350;-8820;-77;-37;1035;-894;732;-294
1966481303;-11;-89;641;-70;490;-8540;-101;-20;889;-894;732;-294
1967037497;-11;-89;540;-70;350;-7560;-101;-20;889;-885;753;-292
1967593685;-9;-102;540;-70;350;-7560;-84;-35;1029;-885;753;-292
1968149881;-20;-73;739;-700;840;-5810;-84;-35;903;-889;771;-273
1968706075;-20;-73;739;-700;840;-5810;-100;-17;903;-880;790;-268
1969262277;-32;-29;617;-700;910;-2590;-67;-28;1005;-880;790;-268
1969818465;-16;-76;940;-770;980;1260;-67;-28;1005;-882;807;-255
1970374673;-16;-76;940;-770;980;1260;-23;-14;1011;-874;817;-235
1970930859;-23;-19;542;-210;630;3990;-31;-56;864;-874;817;-235
1971487055;-23;-19;542;630;-210;6090;-31;-56;864;-870;826;-228
1972043261;-9;17;449;630;-210;6090;10;-55;946;-870;828;-208
1972599445;20;2;548;210;70;6720;10;-55;946;-879;828;-208
1973155655;20;2;548;210;70;6720;-5;-40;983;-873;840;-207
1973711839;7;15;647;-140;280;6580;39;-38;976;-873;840;-207
1974268043;2;38;736;210;70;7350;39;-38;976;-868;853;-181
1974824225;2;38;736;210;70;7350;26;-40;1038;-870;850;-168
1975380429;-30;56;869;-140;140;8540;26;-40;1015;-870;850;-168
1975936629;-30;56;869;0;210;10990;5;-18;1015;-871;852;-160
1976492811;-28;20;805;0;210;10990;37;6;891;-871;858;-142
1977049023;-45;25;442;490;70;14140;37;6;891;-871;858;-142
1977605213;-45;25;442;490;70;14140;42;6;944;-873;853;-118
1978161405;-18;82;615;280;-70;15680;100;-31;1011;-873;853;-118
1978717613;-12;86;784;0;210;14980;100;-31;1011;-865;850;-126
1979273809;-12;86;784;0;210;14980;49;-48;1033;-868;859;-114
1979829995;-4;104;772;70;280;13720;49;-48;1033;-868;859;-114
1980386199;-4;104;772;630;-280;12390;173;-44;986;-865;843;-105
1980942381;11;166;571;630;-280;12390;198;-37;1003;-861;850;-93
1981498581;12;222;723;70;140;9870;198;-37;1003;-861;850;-93
